name,company_name,m2,gross_max_power,lon,lat,Punktgeometrie (als WKT)
Tulsa,Crown Castle,,,-95.98466229999997,36.1506496,POINT (-95.98466229999997 36.1506496)
North Little Rock (Eanes Road),Crown Castle,,,-92.1593949,34.7764323,POINT (-92.1593949 34.7764323)
San Diego,BBG Communications,,,-117.12557909999998,32.74876759999999,POINT (-117.12557909999998 32.74876759999999)
Wells Fargo - San Diego,Wells Fargo,,,-117.2025099,32.8919371,POINT (-117.2025099 32.8919371)
Carlsbad,Qualigen,,,-117.27890930000001,33.12008049999999,POINT (-117.27890930000001 33.12008049999999)
Virginia Beach,Telefonica,1000,,-76.00660252006833,36.77788533537678,POINT (-76.00660252006833 36.77788533537678)
Columbus,IX Web Hosting,1022,2500,-83.121376,39.9901733,POINT (-83.121376 39.9901733)
Virginia Beach,Globalinx,,,-76.01256775291745,36.78307557055222,POINT (-76.01256775291745 36.78307557055222)
Malaysia 2 (Jalan Cyber Point),Bridge Data Centres,18580,,101.64964310000005,2.914542,POINT (101.64964310000005 2.914542)
Irvine,Hosting,,,-117.83607749999999,33.6942838,POINT (-117.83607749999999 33.6942838)
Irvine,T-Mobile US,,,-117.84541509999997,33.6911271,POINT (-117.84541509999997 33.6911271)
Santa Ana,XO Communications,,,-117.8482133,33.7042978,POINT (-117.8482133 33.7042978)
Bank of America - Anaheim,Bank of America,,,-117.9182179,33.8316095,POINT (-117.9182179 33.8316095)
Anaheim,Aecero,,,-117.9710331,33.8489582,POINT (-117.9710331 33.8489582)
Columbus,Racksquared,,,-82.99261489999998,39.9668781,POINT (-82.99261489999998 39.9668781)
Manchester (Sundial Avenue),FirstLight,,,-71.47006620370485,42.97179258559135,POINT (-71.47006620370485 42.97179258559135)
Brunswick (Resilient Circle),FirstLight,,,-69.92323009154052,43.89512426178921,POINT (-69.92323009154052 43.89512426178921)
Portland (Cumberland Avenue),FirstLight,,,-70.2612024,43.65778900000001,POINT (-70.2612024 43.65778900000001)
Keene (Marlboro Street),FirstLight,,,-72.26775450000002,42.9252337,POINT (-72.26775450000002 42.9252337)
Lebanon (Cavendish Court),FirstLight,,,-72.2561574,43.6789219,POINT (-72.2561574 43.6789219)
Portsmouth (Corporate Drive),FirstLight,,,-70.80246540000002,43.0720542,POINT (-70.80246540000002 43.0720542)
Frankfurt 5,Interxion,1700,,8.736989999999992,50.12045999999999,POINT (8.736989999999992 50.12045999999999)
Bangor (Summer Street),FirstLight,,,-68.77233910000001,44.79598439999999,POINT (-68.77233910000001 44.79598439999999)
Burlington (Krupp Drive),FirstLight,,,-73.1277144,44.4499118,POINT (-73.1277144 44.4499118)
Binghamton (Henry Street),FirstLight,,,-75.90922990000001,42.100573,POINT (-75.90922990000001 42.100573)
Albany (North Pearl Street),FirstLight,,,-73.75202949999999,42.65000179999999,POINT (-73.75202949999999 42.65000179999999)
Romulus (Seneca Army Depot),FirstLight,,,-76.85896000000002,42.74769199999999,POINT (-76.85896000000002 42.74769199999999)
Syracuse (South Warren Street),FirstLight,,,-76.15038559999999,43.0502704,POINT (-76.15038559999999 43.0502704)
Detroit (North Hix Road),Online Tech,1672,1200,-83.41951800000004,42.331051,POINT (-83.41951800000004 42.331051)
Rochester (Chestnut Street),FirstLight,,,-77.60246970000003,43.1549992,POINT (-77.60246970000003 43.1549992)
Rochester (Exchange Street),FirstLight,,,-77.61259740000003,43.15537810000001,POINT (-77.61259740000003 43.15537810000001)
Rochester (Fitzhugh Street),Frontier Communications Corporation,,,-77.615861,43.15693599999999,POINT (-77.615861 43.15693599999999)
Syracuse (South State Street),"Windstream Services, LLC",,,-76.14718920000001,43.04909679999999,POINT (-76.14718920000001 43.04909679999999)
Indianapolis (West Merrill Street),Online Tech,1486,3000,-86.16778440000002,39.7587453,POINT (-86.16778440000002 39.7587453)
Frankfurt 3,Interxion,2200,,8.73608999999999,50.11935,POINT (8.73608999999999 50.11935)
Kansas City 1 (Edmond Street),Online Tech,,,-94.849876,39.7662379,POINT (-94.849876 39.7662379)
Hammond (State Line Plant),Indiana NAP,,,-87.52101262735596,41.708716623913446,POINT (-87.52101262735596 41.708716623913446)
Kansas City 2 (South 58th Street),Online Tech,,,-94.75886600000001,39.754793,POINT (-94.75886600000001 39.754793)
Greenville (University Ridge),Green Cloud Technologies,,,-82.3983202,34.84027999999999,POINT (-82.3983202 34.84027999999999)
Houston One (Cypress Road),TRG Datacenters (Technical Realty Group),11612,25000,-95.45902439999998,30.06598709999999,POINT (-95.45902439999998 30.06598709999999)
4316 Bryan,XC Networks,2415,2000,-96.77863239999999,32.7991414,POINT (-96.77863239999999 32.7991414)
Malaysia 1,Bridge Data Centres,14632,32000,101.66155700000002,2.9206887,POINT (101.66155700000002 2.9206887)
Madrid,Hewlett Packard (HP),,,-3.8948876878662304,40.51635413513018,POINT (-3.8948876878662304 40.51635413513018)
Sacramento (AK Street),Prime Data Centers,3716,45000,-121.40684240000002,38.6432744,POINT (-121.40684240000002 38.6432744)
Barcelona,iDataGreen,,,2.1374571999999716,41.3515571,POINT (2.1374571999999716 41.3515571)
Zug,Swisscom (Switzerland) Ltd.,,,8.516380900000058,47.16751499999999,POINT (8.516380900000058 47.16751499999999)
Herndon (Huntmar Park Drive),Cogent Communications Inc.,5613,,-77.38044209999998,38.96288269999999,POINT (-77.38044209999998 38.96288269999999)
Vienna (Gallows Road),Cogent Communications Inc.,590,,-77.22731279999999,38.9129464,POINT (-77.22731279999999 38.9129464)
Toronto (Consumers Road),Cogent Communications Inc.,1254,,-79.3309046,43.7696101,POINT (-79.3309046 43.7696101)
Sao Paulo (Avenida Doutor Timóteo Penteado),Vivo,,,-46.537805400000025,-23.4566294,POINT (-46.537805400000025 -23.4566294)
Jundiaí (Rua Presbítero Plínio Alves de Souza),Ascenty Data Centers,3750,25000,-46.9746045,-23.191744,POINT (-46.9746045 -23.191744)
Mississauga (Matheson Boulevard East),Cogent Communications Inc.,710,,-79.59123490000002,43.6660799,POINT (-79.59123490000002 43.6660799)
"Washington, DC (Vermont Avenue Northwest)",Cogent Communications Inc.,743,,-77.03285679999999,38.904846,POINT (-77.03285679999999 38.904846)
Doral (Northwest 82nd Avenue),Cogent Communications Inc.,907,,-80.3286655,25.80794939999999,POINT (-80.3286655 25.80794939999999)
New Orleans (Poydras Street),Cogent Communications Inc.,725,,-90.07011460000001,29.9488746,POINT (-90.07011460000001 29.9488746)
Tampa (North Tampa Street),Cogent Communications Inc.,306,,-82.45946370000001,27.9476094,POINT (-82.45946370000001 27.9476094)
Chicago (South LaSalle Street),Cogent Communications Inc.,252,,-87.6314534,41.8762116,POINT (-87.6314534 41.8762116)
Dallas (South Akard Street),Cogent Communications Inc.,743,,-96.79852269999998,32.7782405,POINT (-96.79852269999998 32.7782405)
Houston (North Freeway),Cogent Communications Inc.,2551,,-95.41640840000002,29.9440865,POINT (-95.41640840000002 29.9440865)
Louisville (West Broadway),Cogent Communications Inc.,149,,-85.75804740000001,38.2458569,POINT (-85.75804740000001 38.2458569)
Milwaukee (East Wisconsin),Cogent Communications Inc.,56,,-87.90692630000001,43.039015,POINT (-87.90692630000001 43.039015)
Minneapolis (South Marquette Avenue),Cogent Communications Inc.,1254,,-93.26758230000002,44.9808983,POINT (-93.26758230000002 44.9808983)
Denver (South Ulster Street),Cogent Communications Inc.,883,,-104.89681969999998,39.6305889,POINT (-104.89681969999998 39.6305889)
Los Angeles (West 6th Street),Cogent Communications Inc.,780,,-118.25508350000001,34.0483363,POINT (-118.25508350000001 34.0483363)
Pasadena (Bradley Street),Cogent Communications Inc.,4518,,-118.08807489999998,34.1674838,POINT (-118.08807489999998 34.1674838)
Oakland (Franklin Street),Cogent Communications Inc.,1579,,-122.26820229999998,37.8057543,POINT (-122.26820229999998 37.8057543)
Phoenix (East University Drive),Cogent Communications Inc.,549,,-112.00843789999999,33.4169724,POINT (-112.00843789999999 33.4169724)
San Diego (Town Centre Drive),Cogent Communications Inc.,907,,-117.20946420000001,32.8804474,POINT (-117.20946420000001 32.8804474)
San Diego (B Street),Cogent Communications Inc.,493,,-117.15963640000001,32.7175782,POINT (-117.15963640000001 32.7175782)
Seattle (32nd Avenue),Cogent Communications Inc.,3087,,-122.29454020000003,47.3116503,POINT (-122.29454020000003 47.3116503)
Halfweg (Haarlemmerstraatweg),Cogent Communications Inc.,1000,,4.7166996999999355,52.384502,POINT (4.7166996999999355 52.384502)
Frankfurt (Lyoner Strasse),Cogent Communications Inc.,214,,8.62710930000003,50.0812928,POINT (8.62710930000003 50.0812928)
La Garenne-Colombes (Boulevard de la République),Cogent Communications Inc.,,,2.2415573000000677,48.9070732,POINT (2.2415573000000677 48.9070732)
Madrid (Calle de Jose Bardasano Baos),Cogent Communications Inc.,500,,-3.6720355999999583,40.4675823,POINT (-3.6720355999999583 40.4675823)
Cagliari,Tiscali,,,9.069722100000035,39.2278274,POINT (9.069722100000035 39.2278274)
Madrid 2 (Isabel Colbrand),Equinix,,,-3.671989499999995,40.5135049,POINT (-3.671989499999995 40.5135049)
Barcelona,Equinix,,,2.1374571999999716,41.3515571,POINT (2.1374571999999716 41.3515571)
Sevilla,Equinix,,,-5.948240599999963,37.39637930000001,POINT (-5.948240599999963 37.39637930000001)
Portugal,Equinix,,,-9.123492199999987,38.78791949999999,POINT (-9.123492199999987 38.78791949999999)
Copenhagen (Vesterbrogade),Global Connect,,,12.538035499999978,55.670192,POINT (12.538035499999978 55.670192)
Rostock (Lessingstrasse),euNetworks,,,12.138343099999929,54.0750997,POINT (12.138343099999929 54.0750997)
Duesseldorf (Leopoldstrasse),euNetworks,,,6.790382200000067,51.2264399,POINT (6.790382200000067 51.2264399)
Karlsruhe (Albert-Nestler-Strasse),euNetworks,,,8.440484500000025,49.0201267,POINT (8.440484500000025 49.0201267)
Data Center Cineca (Data Processing Center),Cineca,,,12.511849999999981,41.89897,POINT (12.511849999999981 41.89897)
Boden,Hydro66,8000,41000,21.684804699999972,65.8049375,POINT (21.684804699999972 65.8049375)
Lyoner Strasse 28,Digital Realty Trust,3600,10370,8.62315609999996,50.0817092,POINT (8.62315609999996 50.0817092)
Košice,Sitel,,,21.278178799999978,48.7248822,POINT (21.278178799999978 48.7248822)
Copenhagen (Sydvestvej),Telia Carrier,,,12.377341999999999,55.661921,POINT (12.377341999999999 55.661921)
Bremen (Hermann-Ritter-Strasse),euNetworks,,,8.772872900000038,53.07647,POINT (8.772872900000038 53.07647)
Dortmund (Im Spaehenfelde),euNetworks,,,7.487921400000005,51.5209565,POINT (7.487921400000005 51.5209565)
Duesseldorf,Telia Carrier,,,6.866080000000011,51.188,POINT (6.866080000000011 51.188)
CERN CIXP,CERN,,,6.052394800000002,46.2337481,POINT (6.052394800000002 46.2337481)
Nestlé Operational Services Worldwide,Nestlé,,,6.563189200000011,46.5540016,POINT (6.563189200000011 46.5540016)
Brmingham (Elmdon Trading Estate),Zayo Group LLC,,,-1.728739810559091,52.45764991793738,POINT (-1.728739810559091 52.45764991793738)
Blanchardstown,Three Ireland (Hutchison) Limited,,,-6.3467496000000665,53.4089301,POINT (-6.3467496000000665 53.4089301)
Dublin (Blanchardstown Road North),Digiweb,,,-6.372262999999975,53.40673,POINT (-6.372262999999975 53.40673)
Ireland (Willsborough Industrial Estate),Vodafone Group Plc,,,-6.222097882556113,53.40723815885594,POINT (-6.222097882556113 53.40723815885594)
Dublin (Clonshaugh Industrial Estate),Vodafone Group Plc,,,-6.224580992187498,53.4011211898515,POINT (-6.224580992187498 53.4011211898515)
Dublin (Erne Street Lower),Verizon,,,-6.243920099999968,53.3445066,POINT (-6.243920099999968 53.3445066)
Dublin,EdgeConneX,5000,,-6.454905693237265,53.328675220383346,POINT (-6.454905693237265 53.328675220383346)
MaNOC 5,UKFast,,,-2.3225348015746476,53.46062242463799,POINT (-2.3225348015746476 53.46062242463799)
MaNOC 6/7,UKFast,,,-2.3223202248534562,53.46041801832303,POINT (-2.3223202248534562 53.46041801832303)
Manchester,London Data Exchange Ltd (LDeX),,,-2.2935019999999895,53.4669375,POINT (-2.2935019999999895 53.4669375)
Formerly DataCentred,Unclaimed,,,-2.294069052917507,53.47526880149723,POINT (-2.294069052917507 53.47526880149723)
Stratford,Infinity SDC Limited,10300,29750,-0.02272247832638641,51.547944373490814,POINT (-0.02272247832638641 51.547944373490814)
London (Saint. Pancras Way),Verizon,3500,,-0.13304819999996198,51.5381352,POINT (-0.13304819999996198 51.5381352)
London,Verizon,1640,,-0.4065971999999647,51.4612121,POINT (-0.4065971999999647 51.4612121)
Manchester (Broadway),Computacenter,,,-2.2945571999999856,53.4713113,POINT (-2.2945571999999856 53.4713113)
Romford North ,Infinity SDC Limited,10000,32300,0.16774369999995997,51.58586709999999,POINT (0.16774369999995997 51.58586709999999)
Almere,Vancis,,,5.225098500000058,52.3785777,POINT (5.225098500000058 52.3785777)
Toronton 2,Q9,17200,,-79.71778990000001,43.7449126,POINT (-79.71778990000001 43.7449126)
Belgrade,Telekom Srbija,,,20.465182400000003,44.8004209,POINT (20.465182400000003 44.8004209)
Hormigones Vascos,Hormigones Vascos,,,-2.8799602999999934,43.2282537,POINT (-2.8799602999999934 43.2282537)
Chiswick Park Building 1,euNetworks,,,-0.27523789999997916,51.49337180000001,POINT (-0.27523789999997916 51.49337180000001)
London (Aylesbury Street),Verizon,,,-0.10369059999993624,51.5235985,POINT (-0.10369059999993624 51.5235985)
Demonstration Data Center,Velocity Data Centers,,,-83.85214910317995,42.28989622338795,POINT (-83.85214910317995 42.28989622338795)
Woolgate Exchange,NASDAQ,,,-0.09035510000001068,51.516205,POINT (-0.09035510000001068 51.516205)
Bonn (Holtorfer Strasse),tops.net,,,7.152949600000056,50.73950989999999,POINT (7.152949600000056 50.73950989999999)
Stuttgart (Breitwiesenstrasse),KPN International,,,9.128586600000062,48.7214281,POINT (9.128586600000062 48.7214281)
Stuttgart (Zettachring),Plus.line,,,9.17190759999994,48.7086584,POINT (9.17190759999994 48.7086584)
TAT-14 North CLS,TAT-14 Cable System,,,-74.04281839999999,40.1295583,POINT (-74.04281839999999 40.1295583)
Dusseldorf (Vogelsanger Weg),Itenos,,,6.798703899999964,51.2586759,POINT (6.798703899999964 51.2586759)
Leverkusen (Bahnhofstrasse),Itenos,1000,,7.005279400000063,51.0665317,POINT (7.005279400000063 51.0665317)
Hamburg (Bauerbergweg),Deutsche Telekom,,,10.076929999999948,53.54667000000001,POINT (10.076929999999948 53.54667000000001)
Munich (Landsberger Strasse),Vodafone Group Plc,,,11.52660979999996,48.1400465,POINT (11.52660979999996 48.1400465)
Munich (Hansastrasse),Orange,,,11.534571700000015,48.1286018,POINT (11.534571700000015 48.1286018)
Munich (Balanstrasse),QSC AG,5000,,11.60246600000005,48.1179152,POINT (11.60246600000005 48.1179152)
Nuremberg (Am Tower),QSC AG,,,11.177059999999983,49.38990999999999,POINT (11.177059999999983 49.38990999999999)
Nuremberg South (Thomas-Mann-Strasse),Noris Network AG,,,11.130120000000034,49.41013,POINT (11.130120000000034 49.41013)
Munich Center (Seidlstrasse),Noris Network AG,,,11.557314099999985,48.1432596,POINT (11.557314099999985 48.1432596)
EVO,EVO,,,8.743675899999971,50.1109203,POINT (8.743675899999971 50.1109203)
Gutersloh (An der Autobahn),Arvato,,,8.440561800000069,51.8813779,POINT (8.440561800000069 51.8813779)
Bielefeld (Schweriner Strasse),Siemens,,,8.562170000000037,52.00909,POINT (8.562170000000037 52.00909)
Munich East (Klausnerstrasse),Noris Network AG,,,11.577051100000062,48.10198279999999,POINT (11.577051100000062 48.10198279999999)
Frankfurt (Hanauer Landstrasse),Claranet,,,8.723207099999968,50.11473369999999,POINT (8.723207099999968 50.11473369999999)
CYMTV,CYMTV,100,50 kW,4.5524732,51.9121186,POINT (4.5524732 51.9121186)
Kelsterbach (Am Weiher),IBM,,,8.524149999999963,50.05252,POINT (8.524149999999963 50.05252)
Cologne Broadcasting Center,Cologne Broadcasting Center,,,6.9713063000000375,50.9437057,POINT (6.9713063000000375 50.9437057)
City Hall,City of Ingolstadt,,,11.425570300000004,48.7629648,POINT (11.425570300000004 48.7629648)
DARZ,DARZ,2400,,8.642611999999986,49.8769843,POINT (8.642611999999986 49.8769843)
Mainova,Mainova,,,8.633179000000041,50.1187908,POINT (8.633179000000041 50.1187908)
Eschborn (Rahmannstrasse),Orange,,,8.56939639999996,50.1319111,POINT (8.56939639999996 50.1319111)
Frankfurt (Rebstoecker Strasse),Telia Carrier,,,8.629584799999975,50.10089999999999,POINT (8.629584799999975 50.10089999999999)
Frankfurt One,Zenium Technology Partners Limited,5000,9100,8.583001400000057,50.1281055,POINT (8.583001400000057 50.1281055)
Santa Fe 1,KIO Networks,,,-99.26044360000003,19.3728777,POINT (-99.26044360000003 19.3728777)
Hilden (Ellerstrasse),Interoute,,,6.920281499999987,51.1704324,POINT (6.920281499999987 51.1704324)
Dusseldorf (Grafenberger Allee),BT Global Services,,,6.804159099999993,51.2312988,POINT (6.804159099999993 51.2312988)
Hamburg (Flughafenstrasse),Telia Carrier,,,10.015680100000054,53.63873,POINT (10.015680100000054 53.63873)
Hamburg (Obenhauptstrasse),Lufthansa Systems,,,10.008019999999988,53.61915,POINT (10.008019999999988 53.61915)
Hamburg (Paul-Stritter-Weg),akquinet,,,10.025449600000002,53.61194359999999,POINT (10.025449600000002 53.61194359999999)
Itzehoe (Itzehoer Platz),akquinet,,,9.49801279999997,53.9350627,POINT (9.49801279999997 53.9350627)
Norderstedt (Ulzburger Strasse),akquinet,,,9.993972999999983,53.70009,POINT (9.993972999999983 53.70009)
Signal Iduna,SIGNAL IDUNA,,,9.99334220000003,53.5608859,POINT (9.99334220000003 53.5608859)
Antwerp (Noorderlaan),Versatel AG,,,4.417329900000027,51.2626857,POINT (4.417329900000027 51.2626857)
Berlin (Gradestrasse),Versatel AG,,,13.429914899999972,52.4526388,POINT (13.429914899999972 52.4526388)
Gent (Stapelplein),Versatel AG,,,3.734616200000005,51.0638656,POINT (3.734616200000005 51.0638656)
Hamburg (Wendenstrasse),Versatel AG,,,10.046399199999996,53.5509417,POINT (10.046399199999996 53.5509417)
Berlin (Stromstrasse),D-Hosting GmbH,,,13.342708700000003,52.52411350000001,POINT (13.342708700000003 52.52411350000001)
Toronto 1,Q9,3400,,-79.38255520000001,43.6468356,POINT (-79.38255520000001 43.6468356)
Santa Fe 2,KIO Networks,,,-99.22556250000002,19.3863928,POINT (-99.22556250000002 19.3863928)
Santa Fe 4,KIO Networks,,,-99.22556250000002,19.3863928,POINT (-99.22556250000002 19.3863928)
Tokyo 11,Equinix,,,139.792375,35.6331131,POINT (139.792375 35.6331131)
Huntsville,DC Blox,,,-86.65103290000002,34.6950842,POINT (-86.65103290000002 34.6950842)
Etix Olona #1,Etix Everywhere,250,,-1.747745587,46.51564951,POINT (-1.747745587 46.51564951)
Etix Nantes #1,Etix Everywhere,170,,-1.6310108999999784,47.23146369999999,POINT (-1.6310108999999784 47.23146369999999)
Etix BelgiumDC #1,Etix Everywhere,300,,5.566708100000028,50.6244335,POINT (5.566708100000028 50.6244335)
Oslo (Selma Ellefsens Vei),DigiPlex AS,,,10.808280500000023,59.9255636,POINT (10.808280500000023 59.9255636)
Oslo (Sigurds Gate),Telenor,,,10.773690999999985,59.9122577,POINT (10.773690999999985 59.9122577)
Oslo (Ostre Akers Vei),Telenor,,,10.812053800000058,59.9282117,POINT (10.812053800000058 59.9282117)
Paris (rue Julian Grimau),iliad Datacenter,,12000,2.3799708999999893,48.7752778,POINT (2.3799708999999893 48.7752778)
Paris (Boulevard Lefebvre),iliad Datacenter,,,2.29579190000004,48.82979040000001,POINT (2.29579190000004 48.82979040000001)
1301 Fannin,Netrality,81000,26000,-95.36584340000002,29.7537828,POINT (-95.36584340000002 29.7537828)
210 North Tucker,Netrality,39000,20000,-90.19717860000003,38.6292617,POINT (-90.19717860000003 38.6292617)
900 Walnut,Netrality,11000,20000,-90.19523800000002,38.625536,POINT (-90.19523800000002 38.625536)
717 South Wells,Netrality,9000,5700,-87.63326999999998,41.87291099999999,POINT (-87.63326999999998 41.87291099999999)
401 North Broad,Netrality,13000,40000,-75.1615688,39.9597186,POINT (-75.1615688 39.9597186)
1102 Grand,Netrality,14000,5000,-94.5811036,39.1008094,POINT (-94.5811036 39.1008094)
Stockholm (Ralambsvagen),Telia Carrier,,,18.01161449999995,59.3287055,POINT (18.01161449999995 59.3287055)
Stockholm (Kalmgatan),Telia Carrier,,,18.096489099999985,59.2995798,POINT (18.096489099999985 59.2995798)
Vienna,Datasix,500,,16.353380499999957,48.1930643,POINT (16.353380499999957 48.1930643)
Los Angeles DC 1,Colocation America,,,-118.25570590000001,34.04791520000001,POINT (-118.25570590000001 34.04791520000001)
Philadelphia Data Center 1,Colocation America,23200,,-75.65571840000001,40.5442354,POINT (-75.65571840000001 40.5442354)
Philadelphia Data Center 2,Colocation America,,,-75.42101109999999,40.1218007,POINT (-75.42101109999999 40.1218007)
Philadelphia Data Center 3,Colocation America,,,-75.37811950000003,40.6749241,POINT (-75.37811950000003 40.6749241)
New York Data Center 1,Colocation America,8248,,-74.00833319999998,40.7176643,POINT (-74.00833319999998 40.7176643)
Los Angeles DC 3,Colocation America,46400,,-118.25759600000004,34.04734959999999,POINT (-118.25759600000004 34.04734959999999)
Los Angeles DC 4,Colocation America,,,-118.25508350000001,34.0483363,POINT (-118.25508350000001 34.0483363)
New York Data Center 2,Colocation America,9700,,-74.00211869999998,40.74095729999999,POINT (-74.00211869999998 40.74095729999999)
New York Data Center 3,Colocation America,4600,,-73.81534750000003,41.0882411,POINT (-73.81534750000003 41.0882411)
New Jersey Data Center 1,Colocation America,,,-74.12665700000002,40.8299467,POINT (-74.12665700000002 40.8299467)
Boston Data Center,Colocation America,,,-71.57831600000003,42.3132467,POINT (-71.57831600000003 42.3132467)
Miami DC,Colocation America,,,-80.19295149999999,25.7758346,POINT (-80.19295149999999 25.7758346)
Chicago Data Center 2,Colocation America,,,-87.62993649999999,41.8742235,POINT (-87.62993649999999 41.8742235)
Chicago Data Center 3,Colocation America,,,-87.92352149999999,42.07816100000001,POINT (-87.92352149999999 42.07816100000001)
New Jersey Data Center 2,Colocation America,,,-74.02533019999998,40.761484,POINT (-74.02533019999998 40.761484)
Hartford Data Center,Colocation America,,,-73.04121950000001,41.5544339,POINT (-73.04121950000001 41.5544339)
Chicago Data Center 1,Colocation America,5400,,-87.61834220000003,41.8536495,POINT (-87.61834220000003 41.8536495)
Chicago Data Center 4,Colocation America,4400,,-87.92091649999998,41.854051,POINT (-87.92091649999998 41.854051)
"Edison, New Jersey",Steadfast Networks,,10000,-74.34738349999998,40.52108339999999,POINT (-74.34738349999998 40.52108339999999)
Chicago data Center 5,Colocation America,,,-87.96196550000002,41.9942563,POINT (-87.96196550000002 41.9942563)
Washington DC (Hornbaker Road),Iron Mountain,22000,,-77.53174899999999,38.74749369999999,POINT (-77.53174899999999 38.74749369999999)
Abidjan DC,NSIA Technologies,120,630,-3.992267599999991,5.362136,POINT (-3.992267599999991 5.362136)
Coinmint,Coinmint,,,-74.7518412,44.9822168,POINT (-74.7518412 44.9822168)
Simmerpan Power Station ,Eskom,,,28.160702899999933,-26.2252277,POINT (28.160702899999933 -26.2252277)
Megawatt Park,Eskom,,,28.0857982,-26.0383656,POINT (28.0857982 -26.0383656)
Salt Lake City Metro Data Center,Fibernet,3700,,-111.67542450000002,40.2761308,POINT (-111.67542450000002 40.2761308)
Stockholm (Toshamnsgatan),Verizon,,,17.950623899999982,59.40626409999999,POINT (17.950623899999982 59.40626409999999)
Stuttgart (Zettachring),Telia Carrier,,,9.171191399999998,48.70828069999999,POINT (9.171191399999998 48.70828069999999)
Sventoji,Telia Carrier,,,21.084989199999995,56.0297344,POINT (21.084989199999995 56.0297344)
PlusOne Atlanta Data Center,PlusOne Atlanta,,,-84.3724201,33.8388578,POINT (-84.3724201 33.8388578)
325 Hudson Street,Netrality,,,-74.00770260000002,40.7268681,POINT (-74.00770260000002 40.7268681)
60 Hudson Street,Digital Realty Trust,5574,6651,-74.00833319999998,40.7176643,POINT (-74.00833319999998 40.7176643)
32 Avenue of the Americas,Digital Realty Trust,35000,9500,-74.00474159999999,40.7200572,POINT (-74.00474159999999 40.7200572)
Inea Park,Inea,1500,1200,16.785384000000022,52.4074592,POINT (16.785384000000022 52.4074592)
IDC Gasan Center,KINX,,,126.87973320000003,37.4820962,POINT (126.87973320000003 37.4820962)
 Silicon Valley Data Center,Fibernet,1800,,-121.90481850000003,37.3337289,POINT (-121.90481850000003 37.3337289)
111 8th Avenue,Digital Realty Trust,9200,,-74.00211869999998,40.74095729999999,POINT (-74.00211869999998 40.74095729999999)
111 8th Avenue,Equinix,,,-74.00211869999998,40.74095729999999,POINT (-74.00211869999998 40.74095729999999)
New York,Epsilon Telecommunications,,,-74.00833319999998,40.7176643,POINT (-74.00833319999998 40.7176643)
Reading (Nimrod Way),Unclaimed,,,-0.9710609999999633,51.44349339999999,POINT (-0.9710609999999633 51.44349339999999)
Bonnington House,Digital Realty Trust,,,-0.018944000000033157,51.496903,POINT (-0.018944000000033157 51.496903)
Oslo (Sigurds Gate),Unclaimed,,,10.773690999999985,59.9122577,POINT (10.773690999999985 59.9122577)
PDO Telecom,Petroleum Development Oman (PDO),,,58.51829049999992,23.6238638,POINT (58.51829049999992 23.6238638)
Montreal 1,ROOT Data Center,1400,5000,-73.64370029999998,45.4388995,POINT (-73.64370029999998 45.4388995)
Bamberg (Gutenbergstrasse),T-Systems International GmbH,,,10.926040000000057,49.88346999999999,POINT (10.926040000000057 49.88346999999999)
Prague (5.kvetna),T-Systems International GmbH,,,14.428607000000056,50.0621517,POINT (14.428607000000056 50.0621517)
Montreal 2,ROOT Data Center,16200,,-73.91393240000002,45.42413750000001,POINT (-73.91393240000002 45.42413750000001)
Rome,Aruba.it,30000,60000,12.496365500000024,41.90278349999999,POINT (12.496365500000024 41.90278349999999)
Burgas Teleport,Neterra,,,27.473234400000024,42.4929294,POINT (27.473234400000024 42.4929294)
Warsaw (Piekna),Netia,,,21.019810000000007,52.22339700000001,POINT (21.019810000000007 52.22339700000001)
Warsaw (Poleczki),Netia,1200,,21.012157200000047,52.15345120000001,POINT (21.012157200000047 52.15345120000001)
Orkney,Microsoft,,,-3.294086941217074,58.9629579076408,POINT (-3.294086941217074 58.9629579076408)
Washington DC (M Street Northwest),Zayo Group LLC,,,-77.04700159999999,38.90486420000001,POINT (-77.04700159999999 38.90486420000001)
Seattle 2 (Fifth Avenue),Equinix,,,-122.3397238,47.6144251,POINT (-122.3397238 47.6144251)
56 Marietta Street,Digital Realty Trust,4900,8500,-84.39145070000001,33.7554591,POINT (-84.39145070000001 33.7554591)
100 Delawanna Avenue ,Digital Realty Trust,6500,11000,-74.12665700000002,40.8299467,POINT (-74.12665700000002 40.8299467)
DTU building 304,UNI-C,,,12.519747199999983,55.7845615,POINT (12.519747199999983 55.7845615)
Dallas,Brookfield Infrastructure Partners LP,7165,15425,-96.68392899999998,33.09515400000001,POINT (-96.68392899999998 33.09515400000001)
Atlant,Brookfield Infrastructure Partners LP,7070,,-84.58149900000001,33.74378429999999,POINT (-84.58149900000001 33.74378429999999)
El Paso (West Overland),CenturyLink,,,-106.49314200000003,31.7554509,POINT (-106.49314200000003 31.7554509)
Laredo ,VTX1 Companies,,,-99.50141769999999,27.5065436,POINT (-99.50141769999999 27.5065436)
Calgary 2,Q9,1500,,-114.0096881,51.0480658,POINT (-114.0096881 51.0480658)
Mediatec Stockholm,Mediatec Solutions,,,17.961727999999994,59.34773649999999,POINT (17.961727999999994 59.34773649999999)
Kaknäs Tower,Teracom,,,18.126798099999974,59.33504480000001,POINT (18.126798099999974 59.33504480000001)
